gap_g0w0,gap_pbe,gap_mbj,vol,cohesive,valence,number,period,mass,vdw,EN,EA,valence_std,number_std,period_std,mass_std,vdw_std,EN_std,EA_std
11.9452,7.1456,10.296333,13.60356344,-5.475940688,1.428571429,11.14285714,2.428571429,23.14985714,1.642857143,3.215714286,14.17328571,0.728431359,3.870347767,0.728431359,7.439558981,0.300794865,1.219389275,5.138046036
8.4321,5.3473,6.609836,29.1832379,-4.089542503,1.333333333,18,3.333333333,36.99466667,1.936666667,2.44,10.6828,0.471404521,1.414213562,0.471404521,2.180245909,0.263986532,1.018233765,3.231195147
8.498,5.3876,6.634942,28.96897807,-4.089405503,1.333333333,18,3.333333333,36.99466667,1.936666667,2.44,10.6828,0.471404521,1.414213562,0.471404521,2.180245909,0.263986532,1.018233765,3.231195147
11.296,7.1051,10.112362,13.98633362,-5.479436355,1.333333333,12.66666667,2.666666667,26.02466667,1.75,2.986666667,13.65293333,0.471404521,5.185449729,0.942809042,9.937207298,0.395979797,1.404785472,5.331396568
4.2488,2.6475,4.154763,13.55341159,-4.613691699,3,16.5,3,35.1725,1.88,2.2725,10.7702,0.707106781,10.40432602,1,24.09406131,0.337490741,0.846503839,3.816511105
3.5944,1.9845,3.334944,13.43157416,-3.871247662,2.4,11.6,2.8,23.338,1.774,1.94,10.09476,0.489897949,4.758150901,0.748331477,9.554652437,0.279828519,0.905251346,3.66767478
6.6164,3.4582,4.813412,9.393265164,-6.132875177,2.4,11.6,2.6,23.2326,1.794,2.644,11.02384,0.8,4.8,0.8,9.63581647,0.342087708,1.015590469,3.242040352
9.7695,5.1043,8.346279,13.39065543,-4.525314205,1.333333333,14.33333333,2.666666667,30.24333333,1.596666667,3.095,14.19976667,0.471404521,8.076027626,0.942809042,17.50161389,0.320347034,1.265566408,4.655423484
2.1581,1.0357,1.778659,33.7656885,-2.652980058,2.285714286,45.42857143,4.714285714,108.8938571,1.937142857,1.958571429,8.147257143,0.451753951,9.225076738,0.451753951,25.3003713,0.167733997,0.167453923,1.358497878
1.8665,0.8449,1.516416,37.31397393,-2.558151602,2.285714286,50.57142857,5,121.7787143,1.954285714,1.95,8.086428571,0.451753951,1.678191446,0,6.762828544,0.162994929,0.175417868,1.4546756
2.6325,1.3371,2.405626,27.10264757,-3.039931895,2.285714286,35.14285714,4.142857143,81.09957143,1.845714286,2.215714286,8.571714286,0.451753951,5.40974178,0.349927106,13.40346105,0.109264704,0.387772287,1.647025973
2.0713,0.9437,1.873138,30.28795761,-2.896738425,2.285714286,40.28571429,4.428571429,93.98442857,1.862857143,2.207142857,8.510885714,0.451753951,7.264675506,0.494871659,17.3646374,0.116215844,0.39687041,1.742095696
1.8665,0.8449,1.516416,37.31397393,-2.558151748,2.285714286,50.57142857,5,121.7787143,1.954285714,1.95,8.086428571,0.451753951,1.678191446,0,6.762828544,0.162994929,0.175417868,1.4546756
1.3022,0.3559,1.225259,24.84153215,-2.891694037,3,32,4,72.585,1.845,1.9875,9.180675,0.707106781,12.06233808,0.707106781,29.90519777,0.183915742,0.206321957,0.676915325
8.4192,3.8042,6.861504,16.41668967,-3.915436258,1.5,19,2.75,43.138625,1.57125,3.44125,15.1093125,1,17.32772345,1.299038106,41.84243257,0.229152651,0.935580535,4.028251341
2.4221,1.0386,1.918198,26.21451959,-3.291417999,2.4,32.8,4,75.2652,1.888,2.254,8.25116,0.489897949,1.469693846,0,4.525187351,0.014696938,0.362524482,1.838635991
3.4788,0.7287,2.512754,10.82616017,-4.631690799,2.666666667,18,2.777777778,40.33844444,1.657777778,2.928888889,11.41297778,1.247219129,15.25341492,1.133115447,37.85299424,0.201592426,0.727116748,3.224341845
4.0589,1.8819,3.30904,12.68606426,-4.514583266,3.428571429,17.71428571,2.857142857,39.11914286,1.79,2.598571429,11.69065714,0.494871659,12.37179148,0.989743319,29.00393308,0.277128129,0.509717809,3.283324998
4.1236,1.2228,3.093649,9.745857724,-5.102342085,2.666666667,16,2.666666667,34.87,1.716666667,2.963333333,11.71186667,0.942809042,11.3137085,0.942809042,26.68620992,0.278128667,0.674108465,2.695821033
11.2074,5.8722,9.144136,15.74368605,-4.25209217,1.333333333,13.77777778,2.666666667,29.42155556,1.825555556,3.058888889,13.45751111,0.942809042,7.627112134,0.942809042,17.33465364,0.532146828,1.342306841,5.690793585
4.755,2.4989,4.885759,17.79565471,-3.703010242,1.6,13.2,3,26.9002,2.054,1.966,8.71276,0.489897949,4.955804677,0.894427191,10.4109215,0.573431774,1.216743194,4.183111009
3.671,1.6238,4.287407,23.22155544,-2.714844103,1.333333333,15.33333333,3.333333333,31.39866667,2.34,1.693333333,7.433166667,0.471404521,5.185449729,0.942809042,10.88850162,0.579827561,1.235079844,4.373408301
4.406,2.2756,4.722398,35.18032993,-2.7112302,1.333333333,18,3.666666667,36.754,2.433333333,1.406666667,6.347133333,0.471404521,1.414213562,0.471404521,3.31491659,0.447834295,0.829671957,2.837525232
3.5878,2.0409,3.471035,36.88112307,-2.421223581,1.6,34.4,4.4,79.7572,2.202,1.498,7.21896,0.489897949,14.92112596,0.489897949,40.22592336,0.509956861,0.577456492,2.354281781
6.6747,3.7455,6.219855,15.15008862,-5.357948865,2,12,2.75,24.51975,1.9075,2.3275,9.390675,0.707106781,4.527692569,0.829156198,9.536186407,0.503655388,1.147026046,4.267249276
7.1374,4.1169,7.07321,15.03360899,-5.818854385,2,10,2.5,20.47725,1.9275,2.435,9.968725,0.707106781,5.338539126,0.866025404,10.95742049,0.502164067,1.093652138,3.90838404
7.2186,3.3073,6.719579,17.12415096,-3.58379179,1.2,18.8,3,41.7006,1.748,2.89,13.12058,0.4,15.10496607,1.264911064,36.20209479,0.502808114,1.363026045,5.470720186
1.6817,0.6803,1.837934,23.87054217,-2.352942659,1.5,14.5,3,32.01,2.06,1.24,6.228175,0.866025404,12.51998403,1,28.02534339,0.398559908,0.546626015,2.099914814
4.5006,2.4884,4.627386,25.57516885,-2.814032119,1.333333333,15.33333333,3.333333333,31.38466667,2.273333333,1.443333333,6.613266667,0.471404521,3.299831646,0.471404521,6.593687756,0.387843038,0.804998275,2.669315598
3.7587,1.9831,3.850134,28.91241469,-2.661821921,1.333333333,21.33333333,3.666666667,47.016,2.306666667,1.433333333,6.410733333,0.471404521,9.533566431,0.471404521,23.52560687,0.347978288,0.790878555,2.385290021
1.8243,0.8064,2.037284,25.04812571,-2.25202379,2,21.33333333,3.666666667,45.154,1.98,1.553333333,8.073866667,0.816496581,6.342099197,0.471404521,14.68835403,0.569619756,0.563461524,2.677161318
6.2831,3.7445,6.396348,12.10371151,-5.013263994,2.4,5.2,2,10.8066,1.688,2.118,10.22238,1.2,1.833030278,0,3.183937977,0.12089665,0.946243098,4.12140935
5.4815,3.3994,4.803241,15.54204653,-3.49677811,1.333333333,7.333333333,2.333333333,15.362,1.813333333,1.513333333,7.0478,0.471404521,6.12825877,0.471404521,11.81151167,0.00942809,0.754247233,2.342079081
4.8356,2.9819,4.112305,18.13502681,-3.245981867,1.333333333,13.33333333,2.666666667,30.99333333,1.846666667,1.503333333,6.845266667,0.471404521,14.61354014,0.942809042,33.91755527,0.037712362,0.740105098,2.055653694
3.954,2.5035,3.315587,23.15792442,-2.94173496,1.333333333,19.33333333,3,47.20666667,1.9,1.353333333,6.597666667,0.471404521,23.09882152,1.414213562,56.84667116,0.113137085,0.527973063,1.705494416
1.7728,0.9599,1.559698,19.87626396,-2.486903446,1.5,15,2.75,35.695,1.88,1.2475,6.195875,0.866025404,20.78460969,1.299038106,49.68387742,0.103923048,0.463323591,1.392871958
7.446,4.1178,6.355638,9.98595926,-4.624225042,1.777777778,8.444444444,2.222222222,18.29444444,1.718888889,2.187777778,9.326511111,0.916245695,8.655263153,0.628539361,19.66551472,0.197790262,1.161357231,3.910648437
3.5519,2.441,3.040449,30.7288766,-3.23391003,2,30,3.75,72.29775,1.945,1.6975,7.349175,0.707106781,22.28227996,1.299038106,55.751179,0.115217186,0.46002038,1.67365783
13.605,8.2505,14.059438,13.48392298,-5.218084402,1.333333333,7.333333333,2,15.6355,1.603333333,3.156666667,13.89681667,0.745355993,2.426703296,0,4.88024377,0.190758719,1.203905681,5.056579731
2.3679,1.3779,2.982241,14.46258979,-3.551250882,2,10,2.666666667,20.363,1.893333333,1.673333333,8.679666667,0.816496581,7.257180352,0.942809042,14.22976784,0.31457202,0.96641376,4.150175322
1.4577,0.6216,1.032581,24.8352206,-3.000699134,2,24.66666667,3.666666667,56.27933333,2.063333333,1.343333333,6.704433333,0.816496581,19.87181141,1.247219129,48.22294959,0.200055548,0.499755496,1.378152716
2.98,1.6026,2.291287,30.82485824,-2.942389466,2,34.5,4,82.98325,1.9525,1.7475,7.35255,0.707106781,20.10596926,1.224744871,49.82237877,0.108943793,0.458659732,1.670916492
3.0943,1.5767,2.506823,27.23679385,-3.224331888,2,30,3.75,69.9375,1.8875,1.965,7.670725,0.707106781,16.74813422,1.089724736,39.16988663,0.040850337,0.649788427,2.086347123
2.7298,1.3872,2.027818,34.11766576,-2.860573369,2,39,4.25,94.2575,1.9675,1.74,7.299325,0.707106781,20.82066281,1.299038106,50.64184849,0.100343161,0.457820926,1.71595865
4.1715,2.2719,3.551815,10.49042392,-3.420931796,2,7.333333333,2.333333333,15.10533333,1.7,1.776666667,9.190666667,0.816496581,3.681787006,0.471404521,7.103704214,0.112249722,0.903413281,3.88886465
3.9033,2.2173,3.478018,10.63077275,-3.424763069,2,7.333333333,2.333333333,15.10533333,1.7,1.776666667,9.190666667,0.816496581,3.681787006,0.471404521,7.103704214,0.112249722,0.903413281,3.88886465
1.7131,0.5014,1.588195,17.80697909,-2.3774058,2,22,3.333333333,49.10733333,1.686666667,1.603333333,8.1915,0.816496581,13.49073756,0.942809042,30.02059139,0.210132234,0.491008033,1.98629435
6.8743,3.5786,6.122314,11.05423253,-4.542534499,1.714285714,10,2.428571429,20.55857143,1.592857143,2.701428571,12.82015714,0.699854212,1.8516402,0.494871659,3.633476763,0.121621695,1.243674608,4.579458194
8.3594,5.1145,7.174935,9.74081051,-6.147833668,2.285714286,10,2.428571429,20.32385714,1.641428571,2.612857143,10.58431429,0.451753951,2.32992949,0.494871659,5.060597972,0.144264496,0.959578989,3.540391541
11.8931,6.7992,10.554023,11.36435202,-4.964976824,1.333333333,10,2.333333333,20.767,1.556666667,3.09,14.16393333,0.471404521,1.414213562,0.471404521,2.501743792,0.122565175,1.258650071,4.608733438
11.6438,6.6877,10.219982,10.49397589,-4.896944468,1.333333333,10,2.333333333,20.767,1.556666667,3.09,14.16393333,0.471404521,1.414213562,0.471404521,2.501743792,0.122565175,1.258650071,4.608733438
5.7006,2.5294,4.647972,11.31813566,-5.196794966,2.4,13.6,2.6,28.983,1.68,2.728,11.27998,0.8,9.329523032,0.8,22.04937042,0.229869528,0.899675497,2.864719659
4.8655,1.9837,4.429289,14.15088214,-3.118265647,1.333333333,10,2.666666667,20.66,2.02,1.766666667,7.965433333,0.471404521,1.414213562,0.471404521,3.2951176,0.353553391,1.183225347,3.997038932
4.7659,2.431,4.468847,23.64461898,-2.899464213,1.333333333,12.66666667,3,26.01533333,2.113333333,1.48,6.8794,0.471404521,2.357022604,0,4.278467431,0.221560125,0.777817459,2.461155863
4.2197,2.0397,3.770923,26.43641578,-2.721568963,1.333333333,18.66666667,3.333333333,41.64666667,2.146666667,1.47,6.676866667,0.471404521,10.84230398,0.471404521,26.38451103,0.174419673,0.763675324,2.174730476
3.9743,2.045,3.408436,32.55854259,-2.503750417,1.333333333,24.66666667,3.666666667,57.86,2.2,1.32,6.429266667,0.471404521,19.32758535,0.942809042,49.31362692,0.098994949,0.551543289,1.824571198
4.2694,2.3557,4.250225,21.60251656,-2.941684465,1.6,16.8,3.2,35.1004,1.906,1.734,8.07848,0.489897949,6.968500556,0.4,15.67927684,0.332782211,0.739096746,2.425765682
1.3234,0.3861,1.308422,29.91078116,-1.939917505,1.5,21,3.5,47.68,2.2175,1.21,6.006425,0.866025404,17.32050808,0.866025404,42.76433444,0.090932667,0.484974226,1.502250967
7.0987,3.7879,6.376829,12.75146954,-5.467894497,2,10,2.5,20.49275,1.7875,2.355,9.590275,0.707106781,2.121320344,0.5,4.709120161,0.307682872,1.111316787,4.038933874
7.5067,3.444,7.059801,15.11963553,-3.613274027,1.2,17.2,2.8,38.479,1.652,2.912,13.28026,0.4,15.41946821,1.166190379,36.99831842,0.311923067,1.329923306,5.217933277
4.0614,1.7874,3.882682,12.95107564,-4.069007938,2,19,3,42.4525,1.81,2.3975,9.540425,0.707106781,17.36375535,1.224744871,41.87873409,0.313926743,1.084951036,4.084092074
1.7396,0.6626,1.37281,20.06883851,-2.324627545,1.5,17,3,39.69,1.9925,1.235,6.132725,0.866025404,19.89974874,1.224744871,47.82441427,0.18779976,0.470983015,1.433046881
5.1969,3.0467,4.905716,17.82004743,-3.202753413,1.333333333,10,2.666666667,20.68866667,1.963333333,1.496666667,6.9636,0.471404521,5.354126135,0.471404521,10.35769876,0.216999744,0.766304262,2.403830472
2.2193,0.9266,2.032141,23.46975657,-2.493833924,2,18.66666667,3.333333333,40.739,1.95,1.473333333,7.524633333,0.816496581,10.14341604,0.471404521,24.17699213,0.231516738,0.523216547,1.900095858
11.8213,6.7223,10.543912,11.74364889,-4.604436553,1.2,10,2.4,20.8578,1.682,2.836,13.01074,0.4,1.264911064,0.489897949,2.315427943,0.310766794,1.406251756,5.46149844
1.4295,0.7868,1.807667,27.66241005,-2.76682316,2,27.33333333,4,61.844,2.203333333,1.353333333,6.8742,0.816496581,11.72840806,0.816496581,27.95871704,0.265497437,0.584598628,2.073246075
2.3017,1.2285,2.110432,25.70708878,-2.880065374,2,21.33333333,3.666666667,47.19466667,2.186666667,1.356666667,7.1069,0.816496581,11.8977122,0.942809042,28.77025947,0.287788503,0.589312217,2.400626924
1.3584,0.3194,1.488321,20.96082111,-2.120780735,2,24.66666667,3.666666667,54.434,1.836666667,1.586666667,8.1073,0.816496581,9.741092797,0.471404521,22.5722338,0.359382186,0.512271629,2.105001389
8.5691,3.7205,7.048672,12.31280687,-3.777680773,1.2,13.6,2.6,29.0748,1.614,2.904,13.36034,0.4,8.236504113,0.8,18.22330506,0.329460165,1.337349618,5.15421764
2.0924,0.8709,1.919715,19.1261646,-2.300034165,2,18.66666667,3.333333333,39.78466667,1.82,1.59,8.34,0.816496581,8.178562764,0.471404521,18.39675488,0.359536739,0.516139516,2.306904083
4.4768,2.253,4.439067,20.11264936,-3.608290392,1.6,20.4,3.4,45.4482,2.166,1.966,8.64732,0.489897949,13.63231455,1.356465997,32.8164491,0.709608343,1.216743194,4.251712186
3.14,1.3103,3.725479,27.10472649,-2.562776017,1.333333333,27.33333333,4,62.312,2.526666667,1.693333333,7.3241,0.471404521,13.6707311,1.414213562,32.74752925,0.711820826,1.235079844,4.450530081
3.8065,1.1984,2.064203,32.33785476,-2.858235892,1.333333333,28.66666667,3.777777778,65.65044444,2.064444444,2.488888889,10.39738889,0.942809042,20.54804668,1.133115447,54.05045133,0.522794013,0.985860532,3.740237736
3.9363,1.9579,4.358959,40.13758336,-2.60333676,1.333333333,30,4.333333333,67.66733333,2.62,1.406666667,6.238066667,0.471404521,9.899494937,0.942809042,25.17394422,0.579827561,0.829671957,2.914647012
3.689,1.7851,3.91139,44.65058844,-2.485926217,1.333333333,36,4.666666667,83.29866667,2.653333333,1.396666667,6.035533333,0.471404521,1.414213562,0.471404521,3.067900621,0.532687108,0.815529821,2.628221625
5.8911,2.4899,3.699175,31.37651532,-3.066611114,1.333333333,25.11111111,3.666666667,55.81822222,2.081111111,2.506666667,10.3893,0.942809042,12.00411452,0.942809042,30.18838631,0.523501978,0.974656635,3.746748282
3.6513,1.8825,3.659629,53.08844532,-2.35398411,1.333333333,42,5,99.512,2.706666667,1.246666667,5.787933333,0.471404521,7.071067812,0,19.86121527,0.457262385,0.603397787,2.278062347
4.6695,2.4168,4.760975,21.07168148,-3.714797811,1.714285714,23.71428571,3.571428571,53.44671429,2.217142857,2.084285714,8.483557143,0.699854212,13.74995362,1.399708424,32.83677147,0.713216342,1.217982608,4.486469245
6.1699,3.3466,5.556106,16.69702817,-5.29190397,2,16.5,3,36.11225,1.9775,2.3275,9.349775,0.707106781,12.01041215,1.224744871,28.84603519,0.621545453,1.147026046,4.315961395
2.3072,1.2586,2.505894,35.79601644,-2.66722659,2,30,4.333333333,66.82266667,2.396666667,1.333333333,6.692966667,0.816496581,7.257180352,0.471404521,19.39523009,0.485615303,0.603176775,2.327277394
4.3584,2.2869,4.45207,17.86557869,-3.313528641,1.333333333,16,3,36.15933333,2.123333333,1.746666667,7.728966667,0.471404521,14.98888477,1.414213562,35.05912607,0.652703778,1.199147846,4.193664416
4.1303,2.2933,4.047322,27.2398938,-2.8887904,1.333333333,24.66666667,3.666666667,57.146,2.25,1.45,6.4404,0.471404521,15.36952251,1.247219129,35.55092486,0.552509427,0.780555358,2.393856204
1.4274,0.1871,1.101037,13.64581484,-4.098894831,3.428571429,25.42857143,3.285714286,58.87628571,1.815714286,2.577142857,11.45258571,0.494871659,21.27948135,1.484614978,51.81751657,0.306820429,0.534461392,3.558226205
3.1458,0.6026,2.154354,12.62232267,-5.009799552,2.666666667,22,3,50.23666667,1.736666667,2.946666667,11.5267,0.942809042,19.79898987,1.414213562,48.41795833,0.306412939,0.697678691,2.957686244
0.9164,0.3384,0.681354,33.56032643,-2.922554422,2.666666667,30,4.333333333,67.775,2.36,1.266666667,6.513833333,0.942809042,11.3137085,0.942809042,28.06506815,0.183847763,0.447834295,1.158146627
5.2486,2.7036,4.076062,15.42514993,-5.257757196,2.285714286,22.57142857,3.285714286,51.13571429,1.89,2.517142857,10.45801429,0.699854212,17.22835821,1.484614978,41.69029344,0.43850395,1.110272995,3.684267519
7.0041,4.1207,6.453602,10.39300785,-6.069206976,2,10.25,2.375,22.332375,1.645,2.4275,11.016925,0,10.6507042,0.992156742,24.88746452,0.319413525,1.030142587,2.82841808
5.3966,3.171,5.549764,17.59599931,-5.838772216,3,14.5,2.75,31.90825,1.8225,2.395,11.50585,0.707106781,13.57387196,1.299038106,32.17545202,0.390216286,0.857918994,3.611371998
8.1826,4.4433,6.780445,13.48440956,-6.243544033,2.4,13.6,2.6,29.5262,1.75,2.764,11.5619,0.8,12.22456543,1.2,29.08795658,0.376510292,0.970290678,3.072345257
0.9156,0.4521,0.76402,31.0972194,-3.009519426,2.666666667,30,4.333333333,66.76933333,2.303333333,1.32,6.569166667,0.942809042,7.483314774,0.471404521,19.84347888,0.155205956,0.488330489,0.955993118
11.2042,6.7351,10.605536,16.81986513,-5.389340461,1.333333333,18.66666667,3,41.872,1.81,2.97,13.5135,0.471404521,13.6707311,1.414213562,32.34872103,0.480832611,1.428355698,5.528585079
1.33,0.6545,1.088978,27.78708411,-2.906474846,2,30.66666667,4,72.12666667,2.123333333,1.326666667,6.565,0.816496581,20.27039439,1.414213562,48.10647519,0.27716822,0.511620519,1.450194293
9.686,5.0409,8.276435,15.15467769,-4.484754746,1.333333333,17.33333333,2.833333333,38.167,1.626666667,3.086666667,14.13005,0.471404521,12.00925569,1.213351648,27.85825187,0.387197911,1.279422613,4.777531458
2.0465,1.0167,1.723662,31.67776178,-2.699246288,2.285714286,42.85714286,4.571428571,102.1765714,1.91,1.952857143,8.204457143,0.451753951,10.56177165,0.494871659,29.3868856,0.227909757,0.176935362,1.400711258
7.2876,4.0134,6.321054,28.2026421,-2.540386075,1.333333333,21.33333333,3.333333333,45.432,1.63,2.656666667,11.77646667,0.471404521,6.12825877,0.471404521,14.11243714,0.169705627,0.711820826,1.684516915
8.0895,3.4374,6.743855,12.24340722,-3.578535336,1.333333333,16,2.666666667,34.462,1.443333333,3.203333333,14.7466,0.471404521,9.899494937,0.942809042,21.86939853,0.037712362,1.098372533,3.784718336
2.8036,1.3996,2.488868,25.08621908,-3.108986063,2.285714286,32.57142857,4,74.38228571,1.818571429,2.21,8.628914286,0.451753951,1.678191446,0,5.452403945,0.175452767,0.395691077,1.667516777
2.0463,1.0167,1.723663,31.67776178,-2.699246383,2.285714286,42.85714286,4.571428571,102.1765714,1.91,1.952857143,8.204457143,0.451753951,10.56177165,0.494871659,29.3868856,0.227909757,0.176935362,1.400711258
2.1856,0.9806,1.923076,28.38095103,-2.964305061,2.285714286,37.71428571,4.285714286,87.26714286,1.835714286,2.201428571,8.568085714,0.451753951,7.264675506,0.451753951,18.01968663,0.182432543,0.404490105,1.763455089
1.735,0.8499,1.805732,22.29602495,-3.052126295,3,27.5,3.75,60.82975,1.7975,1.9775,9.280775,0.707106781,7.889866919,0.433012702,19.30153849,0.256454187,0.220949655,0.671462592
1.6723,0.6816,1.528623,23.27991399,-2.975342564,3,27.5,3.75,61.512,1.79,1.9975,9.427875,0.707106781,14.36140662,0.829156198,35.88798189,0.275952895,0.221514672,1.283190026
